,SEASON,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,MIN,TOUCHES,TIME_OF_POSS
0,2018-19,203932,Aaron Gordon,1610612753,ORL,76,2567.0,4142,180.8
1,2018-19,1628988,Aaron Holiday,1610612754,IND,50,646.0,1149,78.4
2,2018-19,1627846,Abdel Nader,1610612760,OKC,60,686.0,615,22.4
3,2018-19,201143,Al Horford,1610612738,BOS,68,1973.0,3878,115.3
4,2018-19,202329,Al-Farouq Aminu,1610612757,POR,81,2292.0,2914,92.6
5,2018-19,1626210,Alan Williams,1610612751,BKN,5,26.0,63,1.4
6,2018-19,202692,Alec Burks,1610612758,SAC,64,1375.0,2285,122.4
7,2018-19,203518,Alex Abrines,1610612760,OKC,31,588.0,514,16.2
8,2018-19,1627936,Alex Caruso,1610612747,LAL,25,531.0,1017,65.3
9,2018-19,203458,Alex Len,1610612737,ATL,77,1544.0,2841,64.6
10,2018-19,1627816,Alex Poythress,1610612737,ATL,21,305.0,569,12.5
11,2018-19,1628035,Alfonzo McKinnie,1610612744,GSW,72,1003.0,1291,34.8
12,2018-19,1628993,Alize Johnson,1610612754,IND,14,64.0,85,3.2
13,2018-19,203459,Allen Crabbe,1610612751,BKN,43,1133.0,1369,32.1
14,2018-19,1629019,Allonzo Trier,1610612752,NYK,63,1435.0,2173,150.7
15,2018-19,1628518,Amile Jefferson,1610612753,ORL,12,68.0,88,2.4
16,2018-19,101161,Amir Johnson,1610612755,PHI,51,529.0,1057,23.6
17,2018-19,203083,Andre Drummond,1610612765,DET,79,2647.0,4246,132.4
18,2018-19,2738,Andre Iguodala,1610612744,GSW,68,1578.0,2607,108.8
19,2018-19,201281,Andre Ingram,1610612747,LAL,4,15.0,22,0.6
20,2018-19,101106,Andrew Bogut,1610612744,GSW,11,134.0,240,6.5
21,2018-19,1626150,Andrew Harrison,1610612740,NOP,17,186.0,399,37.0
22,2018-19,203952,Andrew Wiggins,1610612750,MIN,73,2543.0,3501,188.3
23,2018-19,1629014,Anfernee Simons,1610612757,POR,20,140.0,248,21.0
24,2018-19,1629116,Angel Delgado,1610612746,LAC,2,15.0,21,0.5
25,2018-19,1627790,Ante Zizic,1610612739,CLE,59,1082.0,1343,40.2
26,2018-19,203076,Anthony Davis,1610612740,NOP,56,1850.0,4125,145.1
27,2018-19,201229,Anthony Tolliver,1610612750,MIN,65,1079.0,1439,32.8
28,2018-19,1628469,Antonio Blakeney,1610612741,CHI,57,829.0,917,56.0
29,2018-19,203382,Aron Baynes,1610612738,BOS,51,821.0,1211,26.7
30,2018-19,203085,Austin Rivers,1610612745,HOU,76,2028.0,2600,161.6
31,2018-19,202340,Avery Bradley,1610612763,MEM,63,1905.0,2210,86.4
32,2018-19,1629168,BJ Johnson,1610612758,SAC,7,49.0,43,1.4
33,2018-19,1628389,Bam Adebayo,1610612748,MIA,82,1913.0,2830,98.2
34,2018-19,203463,Ben McLemore,1610612758,SAC,19,158.0,229,6.2
35,2018-19,1627732,Ben Simmons,1610612755,PHI,78,2664.0,6785,498.0
36,2018-19,1628656,Billy Garrett,1610612752,NYK,4,63.0,105,8.6
37,2018-19,202687,Bismack Biyombo,1610612766,CHA,54,782.0,1344,33.3
38,2018-19,201933,Blake Griffin,1610612765,DET,75,2622.0,6638,361.0
39,2018-19,1626246,Boban Marjanović,1610612755,PHI,58,681.0,1264,34.0
40,2018-19,1626171,Bobby Portis,1610612764,WAS,49,1276.0,2475,73.0
41,2018-19,203992,Bogdan Bogdanović,1610612758,SAC,70,1947.0,3815,209.8
42,2018-19,202711,Bojan Bogdanović,1610612754,IND,81,2573.0,3473,135.1
