,SEASON,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,MIN,TOUCHES,TIME_OF_POSS
0,2017-18,201166,Aaron Brooks,1610612750,MIN,32,189.0,404,35.4
1,2017-18,203932,Aaron Gordon,1610612753,ORL,58,1909.0,3476,141.2
2,2017-18,1626151,Aaron Harrison,1610612742,DAL,9,233.0,263,10.3
3,2017-18,1628935,Aaron Jackson,1610612745,HOU,1,35.0,62,4.8
4,2017-18,1627846,Abdel Nader,1610612738,BOS,47,520.0,626,24.1
5,2017-18,203940,Adreian Payne,1610612753,ORL,5,43.0,62,1.8
6,2017-18,201143,Al Horford,1610612738,BOS,69,2175.0,4381,160.7
7,2017-18,2744,Al Jefferson,1610612754,IND,36,484.0,961,28.2
8,2017-18,202329,Al-Farouq Aminu,1610612757,POR,69,2072.0,2486,81.6
9,2017-18,1626210,Alan Williams,1610612756,PHX,5,70.0,117,3.2
10,2017-18,202692,Alec Burks,1610612762,UTA,64,1059.0,1660,83.0
11,2017-18,1628409,Alec Peters,1610612756,PHX,20,225.0,329,7.5
12,2017-18,203518,Alex Abrines,1610612760,OKC,73,1100.0,1093,35.0
13,2017-18,1627936,Alex Caruso,1610612747,LAL,37,562.0,1093,77.7
14,2017-18,203458,Alex Len,1610612756,PHX,69,1395.0,2218,54.4
15,2017-18,1627816,Alex Poythress,1610612754,IND,25,104.0,128,3.3
16,2017-18,1628035,Alfonzo McKinnie,1610612761,TOR,14,53.0,64,2.0
17,2017-18,203459,Allen Crabbe,1610612751,BKN,73,2133.0,3155,88.1
18,2017-18,101161,Amir Johnson,1610612755,PHI,74,1170.0,1993,45.9
19,2017-18,203083,Andre Drummond,1610612765,DET,78,2625.0,4079,140.5
20,2017-18,2738,Andre Iguodala,1610612744,GSW,64,1622.0,2837,144.3
21,2017-18,201281,Andre Ingram,1610612747,LAL,2,64.0,68,1.8
22,2017-18,203460,Andre Roberson,1610612760,OKC,37,983.0,905,19.3
23,2017-18,101106,Andrew Bogut,1610612747,LAL,24,216.0,362,10.2
24,2017-18,1626150,Andrew Harrison,1610612763,MEM,56,1326.0,3048,242.1
25,2017-18,1628510,Andrew White III,1610612737,ATL,15,209.0,230,6.9
26,2017-18,203952,Andrew Wiggins,1610612750,MIN,82,2979.0,3489,168.8
27,2017-18,1627790,Ante Zizic,1610612739,CLE,32,214.0,279,7.9
28,2017-18,1626148,Anthony Brown,1610612750,MIN,1,4.0,5,0.2
29,2017-18,203076,Anthony Davis,1610612740,NOP,75,2727.0,5378,172.6
30,2017-18,201229,Anthony Tolliver,1610612765,DET,79,1757.0,3640,81.2
31,2017-18,1628469,Antonio Blakeney,1610612741,CHI,19,314.0,350,15.9
32,2017-18,1628499,Antonius Cleveland,1610612737,ATL,17,123.0,100,3.2
33,2017-18,203382,Aron Baynes,1610612738,BOS,78,1433.0,2201,56.6
34,2017-18,201167,Arron Afflalo,1610612753,ORL,53,682.0,746,25.3
35,2017-18,203085,Austin Rivers,1610612746,LAC,61,2057.0,4204,316.9
36,2017-18,202340,Avery Bradley,1610612746,LAC,46,1433.0,1855,64.4
37,2017-18,1628389,Bam Adebayo,1610612748,MIA,68,1348.0,1856,66.7
38,2017-18,203463,Ben McLemore,1610612763,MEM,56,1091.0,1562,49.6
39,2017-18,1628500,Ben Moore,1610612754,IND,2,9.0,8,0.1
40,2017-18,1627732,Ben Simmons,1610612755,PHI,80,2703.0,7600,563.7
41,2017-18,202687,Bismack Biyombo,1610612753,ORL,82,1495.0,2481,62.7
42,2017-18,201933,Blake Griffin,1610612765,DET,58,1970.0,5005,234.7
43,2017-18,1626246,Boban Marjanović,1610612746,LAC,39,338.0,519,14.2
44,2017-18,201628,Bobby Brown,1610612745,HOU,20,115.0,239,17.6
45,2017-18,1626171,Bobby Portis,1610612741,CHI,73,1642.0,3138,91.9
46,2017-18,203992,Bogdan Bogdanović,1610612758,SAC,78,2175.0,3803,198.3
47,2017-18,202711,Bojan Bogdanović,1610612754,IND,80,2464.0,2891,100.7
48,2017-18,203078,Bradley Beal,1610612764,WAS,82,2977.0,5754,378.0
49,2017-18,201148,Brandan Wright,1610612745,HOU,28,381.0,552,14.8
50,2017-18,1627742,Brandon Ingram,1610612747,LAL,59,1975.0,3345,219.5
51,2017-18,201943,Brandon Jennings,1610612749,MIL,14,205.0,514,40.2
52,2017-18,203464,Brandon Paul,1610612759,SAS,64,576.0,721,23.8
53,2017-18,1627362,Briante Weber,1610612763,MEM,18,237.0,490,33.9
54,2017-18,1627744,Brice Johnson,1610612763,MEM,18,98.0,178,4.3
55,2017-18,201572,Brook Lopez,1610612747,LAL,74,1735.0,2756,80.1
56,2017-18,203998,Bruno Caboclo,1610612758,SAC,12,106.0,162,3.4
57,2017-18,1627854,Bryn Forbes,1610612759,SAS,80,1517.0,1721,66.8
58,2017-18,1627741,Buddy Hield,1610612758,SAC,80,2024.0,3084,140.6
59,2017-18,203710,C.J. Williams,1610612746,LAC,38,707.0,783,26.5
60,2017-18,203468,CJ McCollum,1610612757,POR,81,2924.0,4779,360.6
61,2017-18,101139,CJ Miles,1610612761,TOR,70,1337.0,1593,43.2
62,2017-18,1628403,Caleb Swanigan,1610612757,POR,27,189.0,250,8.3
63,2017-18,1626166,Cameron Payne,1610612741,CHI,25,582.0,1439,95.5
64,2017-18,1627747,Caris LeVert,1610612751,BKN,69,1802.0,3511,234.4
65,2017-18,2546,Carmelo Anthony,1610612760,OKC,76,2432.0,4093,140.4
66,2017-18,1626224,Cedi Osman,1610612739,CLE,61,672.0,896,33.7
67,2017-18,202718,Chandler Parsons,1610612763,MEM,36,691.0,1092,46.7
68,2017-18,101112,Channing Frye,1610612747,LAL,53,695.0,1171,29.7
69,2017-18,1628429,Charles Cooke,1610612740,NOP,13,38.0,43,1.9
70,2017-18,1627767,Cheick Diallo,1610612740,NOP,52,581.0,898,21.2
71,2017-18,1627778,Chinanu Onuaku,1610612745,HOU,1,22.0,26,0.7
72,2017-18,1628449,Chris Boucher,1610612744,GSW,1,1.0,4,0.1
73,2017-18,1626191,Chris McCullough,1610612764,WAS,19,90.0,180,4.5
74,2017-18,101108,Chris Paul,1610612745,HOU,58,1847.0,4140,394.6
75,2017-18,203991,Clint Capela,1610612745,HOU,74,2034.0,3810,94.3
76,2017-18,203469,Cody Zeller,1610612766,CHA,33,627.0,655,16.4
77,2017-18,202332,Cole Aldrich,1610612750,MIN,21,49.0,80,2.0
78,2017-18,201147,Corey Brewer,1610612760,OKC,72,1209.0,1168,38.5
79,2017-18,202709,Cory Joseph,1610612754,IND,82,2210.0,4235,308.7
80,2017-18,201584,Courtney Lee,1610612752,NYK,75,2278.0,2886,133.9
81,2017-18,1626245,Cristiano Felicio,1610612741,CHI,55,977.0,1156,36.1
82,2017-18,1626156,D'Angelo Russell,1610612751,BKN,48,1234.0,3193,249.5
83,2017-18,201571,D.J. Augustin,1610612753,ORL,75,1760.0,3929,327.0
84,2017-18,1628391,D.J. Wilson,1610612749,MIL,22,71.0,109,2.8
85,2017-18,1626177,Dakari Johnson,1610612760,OKC,30,148.0,178,5.6
86,2017-18,1627745,Damian Jones,1610612744,GSW,15,89.0,109,2.7
87,2017-18,203081,Damian Lillard,1610612757,POR,73,2670.0,6003,575.1
88,2017-18,2863,Damien Wilkins,1610612754,IND,19,152.0,193,8.0
89,2017-18,1627814,Damion Lee,1610612737,ATL,15,404.0,615,28.4
90,2017-18,1628422,Damyean Dotson,1610612752,NYK,44,474.0,609,20.6
91,2017-18,1627772,Daniel Hamilton,1610612760,OKC,6,28.0,67,5.8
92,2017-18,1628464,Daniel Theis,1610612738,BOS,60,894.0,1423,37.6
93,2017-18,201568,Danilo Gallinari,1610612746,LAC,21,671.0,1081,45.9
94,2017-18,201980,Danny Green,1610612759,SAS,70,1791.0,2704,93.2
95,2017-18,201967,Dante Cunningham,1610612751,BKN,73,1562.0,2040,42.5
96,2017-18,203957,Danté Exum,1610612762,UTA,14,235.0,495,36.7
97,2017-18,1627863,Danuel House Jr.,1610612756,PHX,23,403.0,483,17.1
98,2017-18,203967,Dario Šarić,1610612755,PHI,77,2276.0,4654,124.8
99,2017-18,203121,Darius Miller,1610612740,NOP,82,1944.0,1894,55.3
100,2017-18,201589,Darrell Arthur,1610612743,DEN,19,141.0,225,5.4
101,2017-18,201954,Darren Collison,1610612754,IND,69,2018.0,4347,334.3
102,2017-18,1626199,Darrun Hilliard,1610612759,SAS,14,95.0,136,6.3
103,2017-18,1628021,David Nwaba,1610612741,CHI,70,1646.0,1645,70.6
104,2017-18,204065,David Stockton,1610612762,UTA,3,9.0,21,2.5
105,2017-18,2561,David West,1610612744,GSW,73,999.0,1934,55.3
106,2017-18,1628432,Davon Reed,1610612756,PHX,21,242.0,333,12.7
107,2017-18,1628368,De'Aaron Fox,1610612758,SAC,73,2026.0,4951,383.9
108,2017-18,201599,DeAndre Jordan,1610612746,LAC,77,2423.0,4259,108.5
109,2017-18,202732,DeAndre Liggins,1610612740,NOP,57,708.0,702,28.9
110,2017-18,1627761,DeAndre' Bembry,1610612737,ATL,25,454.0,748,38.4
111,2017-18,201942,DeMar DeRozan,1610612761,TOR,80,2712.0,5064,394.9
112,2017-18,202326,DeMarcus Cousins,1610612740,NOP,48,1737.0,4292,185.0
113,2017-18,201960,DeMarre Carroll,1610612751,BKN,71,2122.0,3643,150.6
114,2017-18,1627749,Dejounte Murray,1610612759,SAS,81,1743.0,4264,347.8
115,2017-18,1626153,Delon Wright,1610612761,TOR,69,1433.0,2929,200.3
116,2017-18,1627743,Demetrius Jackson,1610612755,PHI,15,80.0,191,14.0
117,2017-18,203471,Dennis Schröder,1610612737,ATL,66,2041.0,5770,469.0
118,2017-18,1628372,Dennis Smith Jr.,1610612742,DAL,69,2049.0,5425,448.9
119,2017-18,1627756,Denzel Valentine,1610612741,CHI,77,2095.0,3079,143.4
120,2017-18,202324,Derrick Favors,1610612762,UTA,77,2153.0,3969,89.7
121,2017-18,1627884,Derrick Jones Jr.,1610612748,MIA,20,245.0,216,5.8
122,2017-18,201565,Derrick Rose,1610612750,MIN,25,419.0,726,48.8
123,2017-18,1628476,Derrick Walton Jr.,1610612748,MIA,16,147.0,262,17.6
124,2017-18,1628401,Derrick White,1610612759,SAS,17,139.0,237,14.4
125,2017-18,202682,Derrick Williams,1610612747,LAL,2,9.0,13,0.4
126,2017-18,1626164,Devin Booker,1610612756,PHX,54,1865.0,3630,256.6
127,2017-18,2734,Devin Harris,1610612743,DEN,71,1340.0,2396,146.8
128,2017-18,1628421,Devin Robinson,1610612764,WAS,1,13.0,20,0.5
129,2017-18,203473,Dewayne Dedmon,1610612737,ATL,61,1520.0,2559,62.7
130,2017-18,1627738,Deyonta Davis,1610612763,MEM,62,943.0,1369,31.0
131,2017-18,1628415,Dillon Brooks,1610612763,MEM,82,2350.0,3188,127.0
132,2017-18,203079,Dion Waiters,1610612748,MIA,29,893.0,1634,127.0
133,2017-18,1717,Dirk Nowitzki,1610612742,DAL,77,1900.0,3276,75.9
134,2017-18,1627734,Domantas Sabonis,1610612754,IND,74,1810.0,4057,101.8
135,2017-18,1628378,Donovan Mitchell,1610612762,UTA,79,2638.0,4835,344.4
136,2017-18,1627827,Dorian Finney-Smith,1610612742,DAL,21,448.0,570,17.8
137,2017-18,203926,Doug McDermott,1610612742,DAL,80,1736.0,2101,52.6
138,2017-18,1627733,Dragan Bender,1610612756,PHX,82,2069.0,3688,92.6
139,2017-18,203110,Draymond Green,1610612744,GSW,70,2287.0,5476,203.0
140,2017-18,1628407,Dwayne Bacon,1610612766,CHA,53,713.0,743,33.2
141,2017-18,202779,Dwight Buycks,1610612765,DET,29,427.0,1019,96.3
142,2017-18,2730,Dwight Howard,1610612766,CHA,81,2463.0,3896,130.8
143,2017-18,203939,Dwight Powell,1610612742,DAL,79,1672.0,2654,67.6
144,2017-18,2548,Dwyane Wade,1610612748,MIA,67,1536.0,3203,214.0
145,2017-18,202722,Dāvis Bertāns,1610612759,SAS,77,1086.0,1864,43.6
146,2017-18,202734,E'Twaun Moore,1610612740,NOP,82,2586.0,3201,119.8
147,2017-18,202334,Ed Davis,1610612757,POR,78,1471.0,2379,66.2
148,2017-18,1628410,Edmond Sumner,1610612754,IND,1,2.0,4,0.3
149,2017-18,202327,Ekpe Udoh,1610612762,UTA,63,810.0,1127,26.8
150,2017-18,203901,Elfrid Payton,1610612756,PHX,63,1808.0,4127,350.5
151,2017-18,2731,Emeka Okafor,1610612740,NOP,26,353.0,386,7.4
152,2017-18,1626144,Emmanuel Mudiay,1610612752,NYK,64,1244.0,2919,222.0
153,2017-18,202683,Enes Freedom,1610612752,NYK,70,1807.0,3596,106.6
154,2017-18,202339,Eric Bledsoe,1610612749,MIL,74,2322.0,5313,407.7
155,2017-18,201569,Eric Gordon,1610612745,HOU,69,2154.0,2776,136.5
